site,scenario,year,proposal_id,proposal_label,intervention,support,measure,metric_column,value,notes,last_updated
trimmed-parade,trending,10,decay,Decay,Buffer-Feature,full,buffer-feature voxels,supported_voxel_count,0,Ageing feature can senesce and collapse in place.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,10,decay,Decay,Buffer-Feature,full,senescing trees,supported_tree_count,0,Ageing feature can senesce and collapse in place.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,10,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,artificial canopy voxels,supported_voxel_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,10,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,utility poles,supported_tree_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,10,deploy_structure,Deploy-Structure,Upgrade-Feature,full,upgraded-feature voxels,supported_voxel_count,252,Assumes all peeling bark in elms is artificial bark installation; currently does not track artificial hollows in upgraded canopies.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,10,recruit,Recruit,Buffer-Feature,partial,recruit grassland voxels,supported_voxel_count,0,Recruit grassland in node-rewilded or footprint-depaved bioEnvelope states.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,10,recruit,Recruit,Rewild-Ground,full,recruit grassland voxels,supported_voxel_count,37,Recruit grassland in otherGround or rewilded bioEnvelope states.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,10,release_control,Release-Control,Brace-Feature,partial,arboreal voxels,supported_voxel_count,146653,Assumes intermediate pruning withdrawn from canopy.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,10,release_control,Release-Control,Buffer-Feature,full,arboreal voxels,supported_voxel_count,0,Assumes pruning withdrawn from canopy.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,30,colonise,Colonise,Enrich-Envelope,full,enabled rooftop logs,supported_tree_count,,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,30,colonise,Colonise,Enrich-Envelope,full,green roof voxels,supported_voxel_count,0,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,30,colonise,Colonise,Rewild-Ground,mixed,rewilded ground voxels,supported_voxel_count,22,"Rewilded ground grouped from node-rewilded, footprint-depaved, and rewilded.",2026-03-29T19:58:46+11:00
trimmed-parade,trending,30,colonise,Colonise,Roughen-Envelope,partial,roughened envelope voxels,supported_voxel_count,0,Brown roof and living facade roughening counted together.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,30,decay,Decay,Brace-Feature,partial,brace-feature voxels,supported_voxel_count,0,Ageing feature retained in place without collapse zone.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,30,decay,Decay,Brace-Feature,partial,senescing trees,supported_tree_count,0,Ageing feature retained in place without collapse zone.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,30,decay,Decay,Buffer-Feature,full,buffer-feature voxels,supported_voxel_count,0,Ageing feature can senesce and collapse in place.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,30,decay,Decay,Buffer-Feature,full,senescing trees,supported_tree_count,0,Ageing feature can senesce and collapse in place.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,30,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,artificial canopy voxels,supported_voxel_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,30,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,utility poles,supported_tree_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,30,deploy_structure,Deploy-Structure,Upgrade-Feature,full,upgraded-feature voxels,supported_voxel_count,170,Assumes all peeling bark in elms is artificial bark installation; currently does not track artificial hollows in upgraded canopies.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,30,recruit,Recruit,Buffer-Feature,partial,recruit grassland voxels,supported_voxel_count,0,Recruit grassland in node-rewilded or footprint-depaved bioEnvelope states.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,30,recruit,Recruit,Rewild-Ground,full,recruit grassland voxels,supported_voxel_count,37,Recruit grassland in otherGround or rewilded bioEnvelope states.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,30,release_control,Release-Control,Brace-Feature,partial,arboreal voxels,supported_voxel_count,167918,Assumes intermediate pruning withdrawn from canopy.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,30,release_control,Release-Control,Buffer-Feature,full,arboreal voxels,supported_voxel_count,0,Assumes pruning withdrawn from canopy.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,60,colonise,Colonise,Enrich-Envelope,full,enabled rooftop logs,supported_tree_count,,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,60,colonise,Colonise,Enrich-Envelope,full,green roof voxels,supported_voxel_count,0,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,60,colonise,Colonise,Rewild-Ground,mixed,rewilded ground voxels,supported_voxel_count,31,"Rewilded ground grouped from node-rewilded, footprint-depaved, and rewilded.",2026-03-29T19:58:46+11:00
trimmed-parade,trending,60,colonise,Colonise,Roughen-Envelope,partial,roughened envelope voxels,supported_voxel_count,0,Brown roof and living facade roughening counted together.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,60,decay,Decay,Brace-Feature,partial,brace-feature voxels,supported_voxel_count,0,Ageing feature retained in place without collapse zone.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,60,decay,Decay,Brace-Feature,partial,senescing trees,supported_tree_count,0,Ageing feature retained in place without collapse zone.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,60,decay,Decay,Buffer-Feature,full,buffer-feature voxels,supported_voxel_count,0,Ageing feature can senesce and collapse in place.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,60,decay,Decay,Buffer-Feature,full,senescing trees,supported_tree_count,0,Ageing feature can senesce and collapse in place.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,60,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,artificial canopy voxels,supported_voxel_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,60,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,utility poles,supported_tree_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,60,deploy_structure,Deploy-Structure,Upgrade-Feature,full,upgraded-feature voxels,supported_voxel_count,130,Assumes all peeling bark in elms is artificial bark installation; currently does not track artificial hollows in upgraded canopies.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,60,recruit,Recruit,Buffer-Feature,partial,recruit grassland voxels,supported_voxel_count,0,Recruit grassland in node-rewilded or footprint-depaved bioEnvelope states.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,60,recruit,Recruit,Rewild-Ground,full,recruit grassland voxels,supported_voxel_count,37,Recruit grassland in otherGround or rewilded bioEnvelope states.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,60,release_control,Release-Control,Brace-Feature,partial,arboreal voxels,supported_voxel_count,144899,Assumes intermediate pruning withdrawn from canopy.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,60,release_control,Release-Control,Buffer-Feature,full,arboreal voxels,supported_voxel_count,1700,Assumes pruning withdrawn from canopy.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,90,colonise,Colonise,Enrich-Envelope,full,enabled rooftop logs,supported_tree_count,,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,90,colonise,Colonise,Enrich-Envelope,full,green roof voxels,supported_voxel_count,0,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,90,colonise,Colonise,Rewild-Ground,mixed,rewilded ground voxels,supported_voxel_count,36,"Rewilded ground grouped from node-rewilded, footprint-depaved, and rewilded.",2026-03-29T19:58:46+11:00
trimmed-parade,trending,90,colonise,Colonise,Roughen-Envelope,partial,roughened envelope voxels,supported_voxel_count,0,Brown roof and living facade roughening counted together.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,90,decay,Decay,Brace-Feature,partial,brace-feature voxels,supported_voxel_count,0,Ageing feature retained in place without collapse zone.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,90,decay,Decay,Brace-Feature,partial,senescing trees,supported_tree_count,0,Ageing feature retained in place without collapse zone.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,90,decay,Decay,Buffer-Feature,full,buffer-feature voxels,supported_voxel_count,0,Ageing feature can senesce and collapse in place.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,90,decay,Decay,Buffer-Feature,full,senescing trees,supported_tree_count,0,Ageing feature can senesce and collapse in place.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,90,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,artificial canopy voxels,supported_voxel_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,90,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,utility poles,supported_tree_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,90,deploy_structure,Deploy-Structure,Upgrade-Feature,full,upgraded-feature voxels,supported_voxel_count,17,Assumes all peeling bark in elms is artificial bark installation; currently does not track artificial hollows in upgraded canopies.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,90,recruit,Recruit,Buffer-Feature,partial,recruit grassland voxels,supported_voxel_count,0,Recruit grassland in node-rewilded or footprint-depaved bioEnvelope states.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,90,recruit,Recruit,Rewild-Ground,full,recruit grassland voxels,supported_voxel_count,37,Recruit grassland in otherGround or rewilded bioEnvelope states.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,90,release_control,Release-Control,Brace-Feature,partial,arboreal voxels,supported_voxel_count,58138,Assumes intermediate pruning withdrawn from canopy.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,90,release_control,Release-Control,Buffer-Feature,full,arboreal voxels,supported_voxel_count,0,Assumes pruning withdrawn from canopy.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,120,colonise,Colonise,Enrich-Envelope,full,enabled rooftop logs,supported_tree_count,,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,120,colonise,Colonise,Enrich-Envelope,full,green roof voxels,supported_voxel_count,0,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,120,colonise,Colonise,Rewild-Ground,mixed,rewilded ground voxels,supported_voxel_count,36,"Rewilded ground grouped from node-rewilded, footprint-depaved, and rewilded.",2026-03-29T19:58:46+11:00
trimmed-parade,trending,120,colonise,Colonise,Roughen-Envelope,partial,roughened envelope voxels,supported_voxel_count,0,Brown roof and living facade roughening counted together.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,120,decay,Decay,Brace-Feature,partial,brace-feature voxels,supported_voxel_count,0,Ageing feature retained in place without collapse zone.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,120,decay,Decay,Brace-Feature,partial,senescing trees,supported_tree_count,0,Ageing feature retained in place without collapse zone.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,120,decay,Decay,Buffer-Feature,full,buffer-feature voxels,supported_voxel_count,0,Ageing feature can senesce and collapse in place.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,120,decay,Decay,Buffer-Feature,full,senescing trees,supported_tree_count,0,Ageing feature can senesce and collapse in place.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,120,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,artificial canopy voxels,supported_voxel_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,120,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,utility poles,supported_tree_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,120,deploy_structure,Deploy-Structure,Upgrade-Feature,full,upgraded-feature voxels,supported_voxel_count,50,Assumes all peeling bark in elms is artificial bark installation; currently does not track artificial hollows in upgraded canopies.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,120,recruit,Recruit,Buffer-Feature,partial,recruit grassland voxels,supported_voxel_count,0,Recruit grassland in node-rewilded or footprint-depaved bioEnvelope states.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,120,recruit,Recruit,Rewild-Ground,full,recruit grassland voxels,supported_voxel_count,37,Recruit grassland in otherGround or rewilded bioEnvelope states.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,120,release_control,Release-Control,Brace-Feature,partial,arboreal voxels,supported_voxel_count,121568,Assumes intermediate pruning withdrawn from canopy.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,120,release_control,Release-Control,Buffer-Feature,full,arboreal voxels,supported_voxel_count,0,Assumes pruning withdrawn from canopy.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,150,colonise,Colonise,Enrich-Envelope,full,enabled rooftop logs,supported_tree_count,,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,150,colonise,Colonise,Enrich-Envelope,full,green roof voxels,supported_voxel_count,0,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,150,colonise,Colonise,Rewild-Ground,mixed,rewilded ground voxels,supported_voxel_count,32,"Rewilded ground grouped from node-rewilded, footprint-depaved, and rewilded.",2026-03-29T19:58:46+11:00
trimmed-parade,trending,150,colonise,Colonise,Roughen-Envelope,partial,roughened envelope voxels,supported_voxel_count,0,Brown roof and living facade roughening counted together.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,150,decay,Decay,Brace-Feature,partial,brace-feature voxels,supported_voxel_count,0,Ageing feature retained in place without collapse zone.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,150,decay,Decay,Brace-Feature,partial,senescing trees,supported_tree_count,0,Ageing feature retained in place without collapse zone.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,150,decay,Decay,Buffer-Feature,full,buffer-feature voxels,supported_voxel_count,0,Ageing feature can senesce and collapse in place.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,150,decay,Decay,Buffer-Feature,full,senescing trees,supported_tree_count,0,Ageing feature can senesce and collapse in place.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,150,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,artificial canopy voxels,supported_voxel_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,150,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,utility poles,supported_tree_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,150,deploy_structure,Deploy-Structure,Upgrade-Feature,full,upgraded-feature voxels,supported_voxel_count,102,Assumes all peeling bark in elms is artificial bark installation; currently does not track artificial hollows in upgraded canopies.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,150,recruit,Recruit,Buffer-Feature,partial,recruit grassland voxels,supported_voxel_count,0,Recruit grassland in node-rewilded or footprint-depaved bioEnvelope states.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,150,recruit,Recruit,Rewild-Ground,full,recruit grassland voxels,supported_voxel_count,37,Recruit grassland in otherGround or rewilded bioEnvelope states.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,150,release_control,Release-Control,Brace-Feature,partial,arboreal voxels,supported_voxel_count,185375,Assumes intermediate pruning withdrawn from canopy.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,150,release_control,Release-Control,Buffer-Feature,full,arboreal voxels,supported_voxel_count,0,Assumes pruning withdrawn from canopy.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,180,colonise,Colonise,Enrich-Envelope,full,enabled rooftop logs,supported_tree_count,,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,180,colonise,Colonise,Enrich-Envelope,full,green roof voxels,supported_voxel_count,0,Green roof envelope counted here; rooftop logs are measured from logDF and still need a dedicated field for explicit Blender highlighting.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,180,colonise,Colonise,Rewild-Ground,mixed,rewilded ground voxels,supported_voxel_count,33,"Rewilded ground grouped from node-rewilded, footprint-depaved, and rewilded.",2026-03-29T19:58:46+11:00
trimmed-parade,trending,180,colonise,Colonise,Roughen-Envelope,partial,roughened envelope voxels,supported_voxel_count,0,Brown roof and living facade roughening counted together.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,180,decay,Decay,Brace-Feature,partial,brace-feature voxels,supported_voxel_count,0,Ageing feature retained in place without collapse zone.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,180,decay,Decay,Brace-Feature,partial,senescing trees,supported_tree_count,0,Ageing feature retained in place without collapse zone.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,180,decay,Decay,Buffer-Feature,full,buffer-feature voxels,supported_voxel_count,0,Ageing feature can senesce and collapse in place.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,180,decay,Decay,Buffer-Feature,full,senescing trees,supported_tree_count,0,Ageing feature can senesce and collapse in place.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,180,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,artificial canopy voxels,supported_voxel_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,180,deploy_structure,Deploy-Structure,Adapt-Utility-Pole,full,utility poles,supported_tree_count,0,Measured from enabled artificial poles in poleDF.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,180,deploy_structure,Deploy-Structure,Upgrade-Feature,full,upgraded-feature voxels,supported_voxel_count,119,Assumes all peeling bark in elms is artificial bark installation; currently does not track artificial hollows in upgraded canopies.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,180,recruit,Recruit,Buffer-Feature,partial,recruit grassland voxels,supported_voxel_count,0,Recruit grassland in node-rewilded or footprint-depaved bioEnvelope states.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,180,recruit,Recruit,Rewild-Ground,full,recruit grassland voxels,supported_voxel_count,37,Recruit grassland in otherGround or rewilded bioEnvelope states.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,180,release_control,Release-Control,Brace-Feature,partial,arboreal voxels,supported_voxel_count,191004,Assumes intermediate pruning withdrawn from canopy.,2026-03-29T19:58:46+11:00
trimmed-parade,trending,180,release_control,Release-Control,Buffer-Feature,full,arboreal voxels,supported_voxel_count,0,Assumes pruning withdrawn from canopy.,2026-03-29T19:58:46+11:00
